0.260037,0.024921
3663.953775,1922.991853
4505.684420,11800.875151
9.393578,0.176871
26.895308,0.053844
42.380490,0.118517
2728.338654,6496.644030
74.832204,2.145701
120.401191,0.005879
0.346923,0.007957
79.617473,3.606428
49.995245,0.992075
2656.257976,6631.638246
25.093961,1.115708
49.955545,1.024897
3126.296466,6889.788442
22.923187,0.407394
66.116839,3.606697
252.535932,5410.671362
340.768693,148.309553
94.403516,1.953667
77.022998,1.793371
63.804170,17.421460
54.616430,39.997770
30.753508,462.332123
63.929910,76.786063
20.880042,32.174035
39.629969,187.205409
38.086006,8.591839
46.431120,5.489291
51.444583,347.829122
43.141251,138.130411
19.251219,25.993020
